Postcode,Latitude,Longitude,LSOA Code,LSOA Name
EH12 6AW,55.945793,-3.234718,S01008873,Deans Village - 06
EH12 6AX,55.947001,-3.237847,S01008882,Murrayfield and Ravelston - 02
EH12 6AY,55.947896,-3.239157,S01008883,Murrayfield and Ravelston - 03
EH12 6BA,55.948253,-3.238415,S01008883,Murrayfield and Ravelston - 03
EH12 6BB,55.948531,-3.236743,S01008883,Murrayfield and Ravelston - 03
EH12 6BE,55.949037,-3.239081,S01008883,Murrayfield and Ravelston - 03
EH12 6BF,55.945660,-3.246130,S01008881,Murrayfield and Ravelston - 01
EH12 6BG,55.950351,-3.232701,S01008883,Murrayfield and Ravelston - 03
EH12 6BH,55.949310,-3.236095,S01008883,Murrayfield and Ravelston - 03
EH12 6BJ,55.948896,-3.237107,S01008883,Murrayfield and Ravelston - 03
EH12 6BL,55.949314,-3.237489,S01008883,Murrayfield and Ravelston - 03
EH12 6BN,55.950422,-3.236339,S01008883,Murrayfield and Ravelston - 03
EH12 6BP,55.950936,-3.237893,S01008883,Murrayfield and Ravelston - 03
EH12 6BQ,55.949327,-3.235295,S01008883,Murrayfield and Ravelston - 03
EH12 6BR,55.950286,-3.238256,S01008883,Murrayfield and Ravelston - 03
EH12 6BS,55.949870,-3.237618,S01008883,Murrayfield and Ravelston - 03
EH12 6BT,55.950170,-3.239085,S01008883,Murrayfield and Ravelston - 03
EH12 6BU,55.950837,-3.239731,S01008883,Murrayfield and Ravelston - 03
EH12 6BW,55.949709,-3.236620,S01008883,Murrayfield and Ravelston - 03
EH12 6BX,55.949527,-3.241307,S01008883,Murrayfield and Ravelston - 03
EH12 6BY,55.950417,-3.242136,S01008883,Murrayfield and Ravelston - 03
EH12 6BZ,55.950441,-3.240663,S01008883,Murrayfield and Ravelston - 03
EH12 6DA,55.942148,-3.272259,S01008973,Corstorphine - 04
EH12 6DB,55.945671,-3.237901,S01008882,Murrayfield and Ravelston - 02
EH12 6DD,55.945710,-3.238510,S01008882,Murrayfield and Ravelston - 02
EH12 6DE,55.946150,-3.239373,S01008882,Murrayfield and Ravelston - 02
EH12 6DF,55.946909,-3.238981,S01008882,Murrayfield and Ravelston - 02
EH12 6DG,55.946874,-3.239797,S01008882,Murrayfield and Ravelston - 02
EH12 6DH,55.947830,-3.241236,S01008882,Murrayfield and Ravelston - 02
EH12 6DJ,55.948670,-3.241615,S01008882,Murrayfield and Ravelston - 02
EH12 6DL,55.948458,-3.242201,S01008882,Murrayfield and Ravelston - 02
EH12 6DN,55.947803,-3.245703,S01008882,Murrayfield and Ravelston - 02
EH12 6DP,55.948841,-3.243430,S01008883,Murrayfield and Ravelston - 03
EH12 6DQ,55.947936,-3.240519,S01008882,Murrayfield and Ravelston - 02
EH12 6DR,55.949649,-3.245234,S01008883,Murrayfield and Ravelston - 03
EH12 6DS,55.948431,-3.244890,S01008883,Murrayfield and Ravelston - 03
EH12 6DT,55.949105,-3.246594,S01008883,Murrayfield and Ravelston - 03
EH12 6DU,55.945641,-3.247075,S01008881,Murrayfield and Ravelston - 01
EH12 6DW,55.949485,-3.243659,S01008883,Murrayfield and Ravelston - 03
EH12 6DY,55.946452,-3.241576,S01008882,Murrayfield and Ravelston - 02
EH12 6DZ,55.946443,-3.243289,S01008882,Murrayfield and Ravelston - 02
EH12 6EA,55.947479,-3.243050,S01008882,Murrayfield and Ravelston - 02
EH12 6EB,55.947640,-3.244913,S01008882,Murrayfield and Ravelston - 02
EH12 6ED,55.948064,-3.243886,S01008882,Murrayfield and Ravelston - 02
EH12 6EE,55.948265,-3.242659,S01008882,Murrayfield and Ravelston - 02
EH12 6EF,55.947523,-3.242251,S01008882,Murrayfield and Ravelston - 02
EH12 6EG,55.947078,-3.240940,S01008882,Murrayfield and Ravelston - 02
EH12 6EJ,55.946100,-3.244367,S01008882,Murrayfield and Ravelston - 02
EH12 6EL,55.945905,-3.244953,S01008881,Murrayfield and Ravelston - 01
EH12 6EN,55.946418,-3.244858,S01008882,Murrayfield and Ravelston - 02
EH12 6EP,55.948098,-3.248419,S01008881,Murrayfield and Ravelston - 01
EH12 6EQ,55.946637,-3.240990,S01008882,Murrayfield and Ravelston - 02
EH12 6ER,55.948536,-3.247840,S01008883,Murrayfield and Ravelston - 03
EH12 6ES,55.947944,-3.249471,S01008881,Murrayfield and Ravelston - 01
EH12 6ET,55.949687,-3.249495,S01008883,Murrayfield and Ravelston - 03
EH12 6EU,55.949630,-3.250694,S01008894,Blackhall - 03
EH12 6EW,55.946291,-3.245895,S01008881,Murrayfield and Ravelston - 01
EH12 6EX,55.947772,-3.254941,S01008894,Blackhall - 03
EH12 6EY,55.950213,-3.249015,S01008883,Murrayfield and Ravelston - 03
EH12 6EZ,55.950267,-3.247271,S01008883,Murrayfield and Ravelston - 03
EH12 6FB,55.946970,-3.245356,S01008882,Murrayfield and Ravelston - 02
EH12 6HA,55.950437,-3.245499,S01008883,Murrayfield and Ravelston - 03
EH12 6HB,55.950979,-3.245244,S01008883,Murrayfield and Ravelston - 03
EH12 6HD,55.950540,-3.244189,S01008883,Murrayfield and Ravelston - 03
EH12 6HE,55.951321,-3.241620,S01008883,Murrayfield and Ravelston - 03
EH12 6HF,55.951517,-3.239112,S01008883,Murrayfield and Ravelston - 03
EH12 6HG,55.951145,-3.238572,S01008883,Murrayfield and Ravelston - 03
EH12 6HJ,55.948253,-3.249160,S01008881,Murrayfield and Ravelston - 01
EH12 6HL,55.946197,-3.242737,S01008882,Murrayfield and Ravelston - 02
EH12 6HN,55.945752,-3.242323,S01008882,Murrayfield and Ravelston - 02
EH12 6HP,55.945654,-3.245842,S01008881,Murrayfield and Ravelston - 01
EH12 6HQ,55.951311,-3.237280,S01008883,Murrayfield and Ravelston - 03
EH12 6HR,55.946053,-3.249906,S01008881,Murrayfield and Ravelston - 01
EH12 6HS,55.945610,-3.248339,S01008881,Murrayfield and Ravelston - 01
EH12 6HT,55.945700,-3.250151,S01008881,Murrayfield and Ravelston - 01
EH12 6HU,55.946370,-3.247018,S01008881,Murrayfield and Ravelston - 01
EH12 6HY,55.946405,-3.247948,S01008881,Murrayfield and Ravelston - 01
EH12 6HZ,55.947097,-3.247954,S01008881,Murrayfield and Ravelston - 01
EH12 6JA,55.946715,-3.251080,S01008881,Murrayfield and Ravelston - 01
EH12 6JB,55.945933,-3.254626,S01008881,Murrayfield and Ravelston - 01
EH12 6JD,55.945703,-3.256043,S01008881,Murrayfield and Ravelston - 01
EH12 6JE,55.945228,-3.254123,S01008881,Murrayfield and Ravelston - 01
EH12 6JF,55.944981,-3.255476,S01008881,Murrayfield and Ravelston - 01
EH12 6JG,55.944608,-3.255047,S01008881,Murrayfield and Ravelston - 01
EH12 6JH,55.945502,-3.252770,S01008881,Murrayfield and Ravelston - 01
EH12 6JJ,55.946071,-3.252501,S01008881,Murrayfield and Ravelston - 01
EH12 6JL,55.945157,-3.253192,S01008881,Murrayfield and Ravelston - 01
EH12 6JN,55.946760,-3.254572,S01008881,Murrayfield and Ravelston - 01
EH12 6JQ,55.944929,-3.252576,S01008881,Murrayfield and Ravelston - 01
EH12 6JR,55.942808,-3.273658,S01008972,Corstorphine - 03
EH12 6JS,55.944250,-3.273241,S01008972,Corstorphine - 03
EH12 6JT,55.945476,-3.273745,S01008972,Corstorphine - 03
EH12 6JU,55.945115,-3.275607,S01008972,Corstorphine - 03
EH12 6JX,55.944828,-3.278095,S01008972,Corstorphine - 03
EH12 6JY,55.945116,-3.279802,S01008972,Corstorphine - 03
EH12 6JZ,55.945496,-3.279542,S01008971,Corstorphine - 02
EH12 6LA,55.945561,-3.276806,S01008971,Corstorphine - 02
EH12 6LB,55.945805,-3.276590,S01008971,Corstorphine - 02
EH12 6LD,55.946164,-3.274056,S01008971,Corstorphine - 02
EH12 6LE,55.946236,-3.276685,S01008971,Corstorphine - 02
EH12 6LF,55.946481,-3.276452,S01008971,Corstorphine - 02
EH12 6LG,55.945946,-3.279461,S01008971,Corstorphine - 02
EH12 6LH,55.947167,-3.279565,S01008971,Corstorphine - 02
EH12 6LJ,55.947159,-3.276923,S01008971,Corstorphine - 02
EH12 6LL,55.946883,-3.276674,S01008971,Corstorphine - 02
EH12 6LN,55.946729,-3.274203,S01008971,Corstorphine - 02
EH12 6LP,55.947874,-3.277267,S01008969,Corstorphine North - 03
EH12 6LQ,55.946576,-3.279354,S01008971,Corstorphine - 02
EH12 6LR,55.948025,-3.274806,S01008971,Corstorphine - 02
EH12 6LU,55.943622,-3.274821,S01008972,Corstorphine - 03
EH12 6LW,55.947570,-3.274519,S01008971,Corstorphine - 02
EH12 6LX,55.943956,-3.274688,S01008972,Corstorphine - 03
EH12 6LY,55.944457,-3.274945,S01008972,Corstorphine - 03
EH12 6LZ,55.944214,-3.275801,S01008972,Corstorphine - 03
EH12 6NA,55.944524,-3.276292,S01008972,Corstorphine - 03
EH12 6NB,55.944365,-3.278640,S01008972,Corstorphine - 03
EH12 6ND,55.944030,-3.277989,S01008972,Corstorphine - 03
EH12 6NE,55.943812,-3.276445,S01008972,Corstorphine - 03
EH12 6NF,55.943098,-3.275092,S01008972,Corstorphine - 03
EH12 6NG,55.942923,-3.276415,S01008972,Corstorphine - 03
EH12 6NH,55.943283,-3.278925,S01008972,Corstorphine - 03
EH12 6NN,55.942132,-3.278215,S01008973,Corstorphine - 04
EH12 6NP,55.941821,-3.276139,S01008973,Corstorphine - 04
EH12 6NQ,55.943558,-3.278390,S01008972,Corstorphine - 03
EH12 6NR,55.941660,-3.276022,S01008973,Corstorphine - 04
EH12 6NS,55.941707,-3.274950,S01008973,Corstorphine - 04
EH12 6NT,55.941537,-3.274945,S01008973,Corstorphine - 04
EH12 6NU,55.941617,-3.274115,S01008973,Corstorphine - 04
EH12 6NW,55.941754,-3.276521,S01008973,Corstorphine - 04
EH12 6NX,55.941483,-3.273198,S01008973,Corstorphine - 04
EH12 6NY,55.942354,-3.275820,S01008973,Corstorphine - 04
EH12 6NZ,55.942674,-3.277864,S01008972,Corstorphine - 03
EH12 6PA,55.942730,-3.280268,S01008972,Corstorphine - 03
EH12 6PG,55.946091,-3.248786,S01008881,Murrayfield and Ravelston - 01
EH12 6TS,55.942161,-3.269330,S01008973,Corstorphine - 04
EH12 6TX,55.943357,-3.261395,S01008881,Murrayfield and Ravelston - 01
EH12 6TZ,55.945382,-3.258387,S01008881,Murrayfield and Ravelston - 01
EH12 6UA,55.942742,-3.266947,S01008973,Corstorphine - 04
EH12 6UD,55.944484,-3.266219,S01008881,Murrayfield and Ravelston - 01
EH12 6UG,55.955916,-3.279854,S01008969,Corstorphine North - 03
EH12 6UH,55.955339,-3.281789,S01008969,Corstorphine North - 03
EH12 6UJ,55.954369,-3.279995,S01008969,Corstorphine North - 03
EH12 6UL,55.954665,-3.279220,S01008969,Corstorphine North - 03
EH12 6UN,55.954002,-3.279006,S01008969,Corstorphine North - 03
EH12 6UP,55.952031,-3.275850,S01008969,Corstorphine North - 03
EH12 6UQ,55.954818,-3.280875,S01008969,Corstorphine North - 03
EH12 6UR,55.950742,-3.279667,S01008969,Corstorphine North - 03
EH12 6UT,55.953002,-3.276699,S01008969,Corstorphine North - 03
EH12 6UU,55.949039,-3.280140,S01008969,Corstorphine North - 03
EH12 6UW,55.953423,-3.279339,S01008969,Corstorphine North - 03
EH12 6UX,55.949116,-3.277052,S01008969,Corstorphine North - 03
EH12 6UY,55.947996,-3.280201,S01008969,Corstorphine North - 03
EH12 6UZ,55.947812,-3.279763,S01008969,Corstorphine North - 03
EH12 6WF,55.928941,-3.302220,S01008990,South Gyle - 04
EH12 6XA,55.945896,-3.280853,S01008971,Corstorphine - 02
EH12 6XB,55.946000,-3.280312,S01008971,Corstorphine - 02
EH12 6XD,55.944557,-3.280888,S01008971,Corstorphine - 02
EH12 6XE,55.944723,-3.280462,S01008972,Corstorphine - 03
EH12 6XF,55.944004,-3.280486,S01008972,Corstorphine - 03
EH12 6XG,55.943173,-3.280923,S01008971,Corstorphine - 02
EH12 6XH,55.954391,-3.281309,S01008969,Corstorphine North - 03
EH12 6XJ,55.946818,-3.281219,S01008971,Corstorphine - 02
EH12 6XL,55.946127,-3.281052,S01008971,Corstorphine - 02
EH12 6XN,55.944799,-3.256526,S01008881,Murrayfield and Ravelston - 01
EH12 6XQ,55.943088,-3.280424,S01008972,Corstorphine - 03
EH12 7AA,55.942113,-3.279095,S01008977,Carrick Knowe - 01
EH12 7AB,55.942144,-3.279576,S01008977,Carrick Knowe - 01
EH12 7AD,55.941560,-3.279653,S01008977,Carrick Knowe - 01
EH12 7AE,55.941894,-3.278607,S01008977,Carrick Knowe - 01
EH12 7AF,55.941010,-3.278098,S01008977,Carrick Knowe - 01
EH12 7AG,55.941584,-3.296208,S01008988,South Gyle - 02
EH12 7AH,55.940961,-3.279281,S01008977,Carrick Knowe - 01
EH12 7AJ,55.940230,-3.278776,S01008977,Carrick Knowe - 01
EH12 7AL,55.940111,-3.274610,S01008977,Carrick Knowe - 01
EH12 7AN,55.940507,-3.275471,S01008977,Carrick Knowe - 01
EH12 7AP,55.940296,-3.269813,S01008973,Corstorphine - 04
EH12 7AR,55.941516,-3.272607,S01008973,Corstorphine - 04
EH12 7AS,55.941214,-3.272245,S01008973,Corstorphine - 04
EH12 7AU,55.941771,-3.268788,S01008973,Corstorphine - 04
EH12 7AW,55.940615,-3.270256,S01008973,Corstorphine - 04
EH12 7AX,55.941479,-3.268395,S01008973,Corstorphine - 04
EH12 7AY,55.942244,-3.265618,S01008973,Corstorphine - 04
EH12 7AZ,55.941852,-3.266133,S01008973,Corstorphine - 04
EH12 7BA,55.942248,-3.264353,S01008973,Corstorphine - 04
EH12 7BE,55.934066,-3.275324,S01008980,Carrick Knowe - 04
EH12 7BG,55.933809,-3.274979,S01008980,Carrick Knowe - 04
EH12 7BH,55.933814,-3.273603,S01008980,Carrick Knowe - 04
EH12 7BJ,55.934348,-3.272404,S01008980,Carrick Knowe - 04
EH12 7BL,55.933987,-3.272488,S01008980,Carrick Knowe - 04
EH12 7BN,55.934599,-3.270699,S01008979,Carrick Knowe - 03
EH12 7BP,55.935002,-3.269080,S01008979,Carrick Knowe - 03
EH12 7BQ,55.934082,-3.273756,S01008980,Carrick Knowe - 04
EH12 7BR,55.935304,-3.270338,S01008979,Carrick Knowe - 03
EH12 7BS,55.934844,-3.271363,S01008979,Carrick Knowe - 03
EH12 7BT,55.935053,-3.271947,S01008979,Carrick Knowe - 03
EH12 7BU,55.935497,-3.269016,S01008979,Carrick Knowe - 03
EH12 7BW,55.934411,-3.269733,S01008980,Carrick Knowe - 04
EH12 7BX,55.935029,-3.267304,S01008979,Carrick Knowe - 03
EH12 7BY,55.936081,-3.268090,S01008979,Carrick Knowe - 03
EH12 7BZ,55.935788,-3.268705,S01008979,Carrick Knowe - 03
EH12 7DA,55.936033,-3.269353,S01008979,Carrick Knowe - 03
EH12 7DB,55.935683,-3.271023,S01008979,Carrick Knowe - 03
EH12 7DD,55.937162,-3.268750,S01008978,Carrick Knowe - 02
EH12 7DE,55.936939,-3.269495,S01008978,Carrick Knowe - 02
EH12 7DF,55.938491,-3.269658,S01008978,Carrick Knowe - 02
EH12 7DG,55.938582,-3.270477,S01008978,Carrick Knowe - 02
EH12 7DH,55.939785,-3.270597,S01008973,Corstorphine - 04
EH12 7DJ,55.939903,-3.271321,S01008977,Carrick Knowe - 01
EH12 7DL,55.940075,-3.297807,S01008988,South Gyle - 02
EH12 7DN,55.939689,-3.296946,S01008988,South Gyle - 02
EH12 7DP,55.935724,-3.279204,S01008982,Corstorphine South - 02
EH12 7DQ,55.939496,-3.269803,S01008978,Carrick Knowe - 02
EH12 7DR,55.934918,-3.278041,S01008982,Corstorphine South - 02
EH12 7DS,55.934159,-3.276736,S01008982,Corstorphine South - 02
EH12 7DT,55.933582,-3.275228,S01008982,Corstorphine South - 02
EH12 7DU,55.934229,-3.276050,S01008980,Carrick Knowe - 04
EH12 7DW,55.941214,-3.297205,S01008988,South Gyle - 02
EH12 7DX,55.934708,-3.275825,S01008980,Carrick Knowe - 04
EH12 7DZ,55.934578,-3.274476,S01008980,Carrick Knowe - 04
EH12 7EA,55.935107,-3.274542,S01008980,Carrick Knowe - 04
EH12 7EB,55.934646,-3.273118,S01008980,Carrick Knowe - 04
EH12 7ED,55.935432,-3.273560,S01008980,Carrick Knowe - 04
EH12 7EE,55.935671,-3.273872,S01008980,Carrick Knowe - 04
EH12 7EF,55.935989,-3.274395,S01008980,Carrick Knowe - 04
EH12 7EG,55.936720,-3.275027,S01008980,Carrick Knowe - 04
EH12 7EH,55.936273,-3.273892,S01008980,Carrick Knowe - 04
EH12 7EJ,55.936448,-3.273513,S01008980,Carrick Knowe - 04
EH12 7EL,55.937319,-3.272693,S01008978,Carrick Knowe - 02
EH12 7EN,55.937753,-3.270722,S01008978,Carrick Knowe - 02
EH12 7EP,55.937154,-3.270431,S01008978,Carrick Knowe - 02
EH12 7EQ,55.936869,-3.274519,S01008980,Carrick Knowe - 04
EH12 7ER,55.936547,-3.270026,S01008979,Carrick Knowe - 03
EH12 7ES,55.936322,-3.271796,S01008979,Carrick Knowe - 03
EH12 7ET,55.935603,-3.272621,S01008980,Carrick Knowe - 04
EH12 7EU,55.935215,-3.272816,S01008980,Carrick Knowe - 04
EH12 7EW,55.937505,-3.270298,S01008978,Carrick Knowe - 02
EH12 7EX,55.934543,-3.271738,S01008979,Carrick Knowe - 03
EH12 7EY,55.934644,-3.272397,S01008980,Carrick Knowe - 04
EH12 7FA,55.940581,-3.267389,S01008973,Corstorphine - 04
EH12 7FB,55.940618,-3.266477,S01008973,Corstorphine - 04
EH12 7FD,55.940807,-3.297479,S01008988,South Gyle - 02
EH12 7FE,55.940763,-3.296485,S01008988,South Gyle - 02
EH12 7FF,55.940646,-3.296513,S01008988,South Gyle - 02
EH12 7FG,55.940368,-3.296456,S01008988,South Gyle - 02
EH12 7FH,55.940171,-3.296353,S01008988,South Gyle - 02
EH12 7FJ,55.940678,-3.268449,S01008973,Corstorphine - 04
EH12 7FL,55.940589,-3.268398,S01008973,Corstorphine - 04
EH12 7FN,55.940526,-3.268396,S01008973,Corstorphine - 04
EH12 7HD,55.941917,-3.281538,S01008975,Corstorphine - 06
EH12 7HF,55.940698,-3.282170,S01008975,Corstorphine - 06
EH12 7HG,55.940249,-3.282075,S01008975,Corstorphine - 06
EH12 7HH,55.940398,-3.279855,S01008977,Carrick Knowe - 01
EH12 7HJ,55.940007,-3.279489,S01008977,Carrick Knowe - 01
EH12 7HL,55.939554,-3.280691,S01008976,Corstorphine - 07
EH12 7HN,55.938679,-3.280134,S01008976,Corstorphine - 07
EH12 7HP,55.939076,-3.278226,S01008976,Corstorphine - 07
EH12 7HQ,55.940284,-3.281372,S01008977,Carrick Knowe - 01
EH12 7HR,55.939612,-3.274257,S01008977,Carrick Knowe - 01
EH12 7HS,55.939276,-3.273702,S01008977,Carrick Knowe - 01
EH12 7HT,55.938995,-3.276590,S01008976,Corstorphine - 07
EH12 7HU,55.938394,-3.275626,S01008977,Carrick Knowe - 01
EH12 7HW,55.939280,-3.279353,S01008976,Corstorphine - 07
EH12 7HX,55.938308,-3.276104,S01008981,Corstorphine South - 01
EH12 7HY,55.938658,-3.277860,S01008976,Corstorphine - 07
EH12 7HZ,55.938316,-3.277897,S01008981,Corstorphine South - 01
EH12 7JA,55.937822,-3.279642,S01008976,Corstorphine - 07
EH12 7JB,55.936600,-3.278753,S01008981,Corstorphine South - 01
EH12 7JD,55.937577,-3.278961,S01008981,Corstorphine South - 01
EH12 7JE,55.937902,-3.277131,S01008981,Corstorphine South - 01
EH12 7JF,55.937624,-3.275281,S01008981,Corstorphine South - 01
EH12 7JG,55.937225,-3.274851,S01008980,Carrick Knowe - 04
EH12 7JH,55.936940,-3.277131,S01008981,Corstorphine South - 01
EH12 7JJ,55.939701,-3.282105,S01008975,Corstorphine - 06
EH12 7JN,55.936073,-3.279344,S01008981,Corstorphine South - 01
EH12 7JP,55.935115,-3.282402,S01008981,Corstorphine South - 01
EH12 7JQ,55.937239,-3.276917,S01008981,Corstorphine South - 01
EH12 7JR,55.936710,-3.283671,S01008981,Corstorphine South - 01
EH12 7JS,55.935825,-3.281593,S01008981,Corstorphine South - 01
EH12 7JT,55.936336,-3.281626,S01008981,Corstorphine South - 01
EH12 7JU,55.936948,-3.279821,S01008981,Corstorphine South - 01
EH12 7JW,55.935668,-3.282836,S01008981,Corstorphine South - 01
EH12 7JX,55.937689,-3.280310,S01008981,Corstorphine South - 01
EH12 7JY,55.938044,-3.281554,S01008976,Corstorphine - 07
EH12 7JZ,55.936893,-3.281708,S01008981,Corstorphine South - 01
EH12 7LA,55.937386,-3.282669,S01008976,Corstorphine - 07
EH12 7LB,55.937288,-3.284331,S01008981,Corstorphine South - 01
EH12 7LD,55.938618,-3.280789,S01008976,Corstorphine - 07
EH12 7LE,55.938663,-3.283400,S01008976,Corstorphine - 07
EH12 7LF,55.938252,-3.283178,S01008976,Corstorphine - 07
EH12 7LG,55.939962,-3.286372,S01008975,Corstorphine - 06
EH12 7LH,55.938369,-3.286576,S01008976,Corstorphine - 07
EH12 7LJ,55.937345,-3.284893,S01008981,Corstorphine South - 01
EH12 7LL,55.936153,-3.283701,S01008981,Corstorphine South - 01
EH12 7LN,55.935642,-3.284484,S01008981,Corstorphine South - 01
EH12 7LP,55.935741,-3.280165,S01008981,Corstorphine South - 01
EH12 7LQ,55.938612,-3.287400,S01008976,Corstorphine - 07
EH12 7LS,55.933133,-3.276878,S01008982,Corstorphine South - 02
EH12 7LT,55.933734,-3.276978,S01008982,Corstorphine South - 02
EH12 7LU,55.932934,-3.279608,S01008982,Corstorphine South - 02
EH12 7LW,55.935053,-3.284081,S01008984,Corstorphine South - 04
EH12 7LX,55.933287,-3.279316,S01008982,Corstorphine South - 02
EH12 7LY,55.933886,-3.279608,S01008982,Corstorphine South - 02
EH12 7LZ,55.933403,-3.278535,S01008982,Corstorphine South - 02
EH12 7NA,55.934092,-3.277998,S01008982,Corstorphine South - 02
EH12 7NB,55.934343,-3.278086,S01008982,Corstorphine South - 02
EH12 7ND,55.934725,-3.279315,S01008982,Corstorphine South - 02
EH12 7NE,55.934163,-3.279841,S01008982,Corstorphine South - 02
EH12 7NF,55.934601,-3.280064,S01008982,Corstorphine South - 02
EH12 7NG,55.935339,-3.279047,S01008982,Corstorphine South - 02
EH12 7NH,55.934710,-3.280772,S01008982,Corstorphine South - 02
EH12 7NJ,55.933737,-3.281012,S01008984,Corstorphine South - 04
EH12 7NL,55.934032,-3.281133,S01008984,Corstorphine South - 04
EH12 7NN,55.934445,-3.282059,S01008984,Corstorphine South - 04
EH12 7NP,55.934207,-3.282468,S01008984,Corstorphine South - 04
EH12 7NQ,55.935568,-3.279471,S01008982,Corstorphine South - 02
EH12 7NR,55.934826,-3.283401,S01008984,Corstorphine South - 04
EH12 7NS,55.934578,-3.283985,S01008985,Corstorphine South - 05
EH12 7NT,55.934252,-3.284166,S01008984,Corstorphine South - 04
EH12 7NW,55.933751,-3.282261,S01008984,Corstorphine South - 04
EH12 7NY,55.933895,-3.283930,S01008984,Corstorphine South - 04
EH12 7NZ,55.933028,-3.281837,S01008984,Corstorphine South - 04
EH12 7PA,55.933689,-3.284756,S01008984,Corstorphine South - 04
EH12 7PB,55.935750,-3.285304,S01008985,Corstorphine South - 05
EH12 7PD,55.936396,-3.285422,S01008986,Corstorphine South - 06
EH12 7PE,55.935351,-3.286540,S01008986,Corstorphine South - 06
EH12 7PF,55.934787,-3.286281,S01008985,Corstorphine South - 05
EH12 7PG,55.934401,-3.286236,S01008985,Corstorphine South - 05
EH12 7PH,55.936117,-3.287974,S01008986,Corstorphine South - 06
EH12 7PJ,55.936262,-3.287034,S01008986,Corstorphine South - 06
EH12 7PL,55.936986,-3.285681,S01008986,Corstorphine South - 06
EH12 7PN,55.937606,-3.286518,S01008986,Corstorphine South - 06
EH12 7PP,55.938262,-3.289086,S01008986,Corstorphine South - 06
EH12 7PQ,55.935398,-3.287998,S01008985,Corstorphine South - 05
EH12 7PR,55.938077,-3.291353,S01008987,South Gyle - 01
EH12 7PS,55.937847,-3.290977,S01008986,Corstorphine South - 06
EH12 7PT,55.937581,-3.290648,S01008986,Corstorphine South - 06
EH12 7PU,55.937832,-3.289007,S01008986,Corstorphine South - 06
EH12 7PW,55.937948,-3.287346,S01008986,Corstorphine South - 06
EH12 7PX,55.936941,-3.290002,S01008986,Corstorphine South - 06
EH12 7PY,55.937023,-3.288164,S01008986,Corstorphine South - 06
EH12 7PZ,55.936425,-3.289473,S01008986,Corstorphine South - 06
EH12 7QA,55.936804,-3.287596,S01008986,Corstorphine South - 06
EH12 7QB,55.936016,-3.289027,S01008985,Corstorphine South - 05
EH12 7QD,55.936155,-3.289528,S01008985,Corstorphine South - 05
EH12 7QH,55.936533,-3.290293,S01008986,Corstorphine South - 06
EH12 7QJ,55.937334,-3.291024,S01008986,Corstorphine South - 06
EH12 7QL,55.938074,-3.291593,S01008987,South Gyle - 01
EH12 7QN,55.938774,-3.292529,S01008987,South Gyle - 01
EH12 7QP,55.937439,-3.292164,S01008987,South Gyle - 01
EH12 7QQ,55.935618,-3.289302,S01008985,Corstorphine South - 05
EH12 7QR,55.936033,-3.290852,S01008985,Corstorphine South - 05
EH12 7QS,55.934965,-3.290769,S01008987,South Gyle - 01
EH12 7QT,55.935888,-3.291888,S01008987,South Gyle - 01
EH12 7QU,55.936653,-3.291754,S01008987,South Gyle - 01
EH12 7QW,55.938488,-3.293287,S01008987,South Gyle - 01
EH12 7QX,55.936911,-3.292018,S01008987,South Gyle - 01
EH12 7QY,55.937141,-3.293147,S01008987,South Gyle - 01
EH12 7QZ,55.936568,-3.292983,S01008987,South Gyle - 01
EH12 7RA,55.936905,-3.294211,S01008987,South Gyle - 01
EH12 7RB,55.936200,-3.293820,S01008987,South Gyle - 01
EH12 7RD,55.936024,-3.293478,S01008987,South Gyle - 01
EH12 7RE,55.936372,-3.292769,S01008987,South Gyle - 01
EH12 7RF,55.935445,-3.292994,S01008987,South Gyle - 01
EH12 7RG,55.935753,-3.294445,S01008987,South Gyle - 01
EH12 7RH,55.936956,-3.296278,S01008987,South Gyle - 01
EH12 7RJ,55.936564,-3.295096,S01008987,South Gyle - 01
EH12 7RL,55.937311,-3.294961,S01008987,South Gyle - 01
EH12 7RN,55.937399,-3.295941,S01008988,South Gyle - 02
EH12 7RP,55.937898,-3.292980,S01008987,South Gyle - 01
EH12 7RQ,55.936164,-3.296348,S01008987,South Gyle - 01
EH12 7RR,55.938072,-3.293530,S01008988,South Gyle - 02
EH12 7RS,55.938305,-3.294370,S01008988,South Gyle - 02
EH12 7RT,55.937900,-3.295365,S01008987,South Gyle - 01
EH12 7RU,55.938920,-3.294022,S01008988,South Gyle - 02
EH12 7RW,55.937591,-3.293946,S01008987,South Gyle - 01
EH12 7RY,55.939543,-3.294619,S01008988,South Gyle - 02
EH12 7RZ,55.937643,-3.298430,S01008988,South Gyle - 02
EH12 7SA,55.937183,-3.297678,S01008988,South Gyle - 02
EH12 7SB,55.942387,-3.280401,S01008975,Corstorphine - 06
EH12 7SD,55.942582,-3.282424,S01008974,Corstorphine - 05
EH12 7SF,55.942301,-3.282687,S01008974,Corstorphine - 05
EH12 7SG,55.942046,-3.282070,S01008974,Corstorphine - 05
EH12 7SH,55.941818,-3.283280,S01008974,Corstorphine - 05
EH12 7SJ,55.942732,-3.283502,S01008974,Corstorphine - 05
EH12 7SL,55.942686,-3.284493,S01008974,Corstorphine - 05
EH12 7SN,55.942633,-3.285308,S01008974,Corstorphine - 05
EH12 7SP,55.941818,-3.284977,S01008974,Corstorphine - 05
EH12 7SQ,55.941418,-3.282866,S01008974,Corstorphine - 05
