Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
EH11 1SU,Yes,55.931701,-3.232284,323108,671646,NT231716,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1SW,Yes,55.932219,-3.229964,323254,671701,NT232717,Fountainbridge/Craiglockhart,,1980-01-01,,70,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008505,Shandon - 04,S01014525,Shandon - 04
EH11 1SX,Yes,55.931132,-3.231706,323143,671582,NT231715,Fountainbridge/Craiglockhart,,1980-01-01,,68,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1SY,Yes,55.930930,-3.232116,323117,671560,NT231715,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1SZ,Yes,55.931007,-3.232518,323092,671569,NT230715,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1TA,Yes,55.931581,-3.232585,323089,671633,NT230716,Fountainbridge/Craiglockhart,,1980-01-01,,67,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008504,Shandon - 03,S01014524,Shandon - 03
EH11 1TB,No,55.936462,-3.225248,323557,672168,NT235721,Fountainbridge/Craiglockhart,,1990-12-01,1998-06-01,71,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008647,Polwarth - 03,S01014679,Polwarth - 03
EH11 1TD,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2002-06-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1TE,Yes,55.938272,-3.230268,323247,672375,NT232723,Sighthill/Gorgie,,1980-01-01,,54,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008498,Gorgie East - 02,S01014518,Gorgie East - 02
EH11 1TF,Yes,55.937865,-3.230528,323230,672330,NT232723,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008498,Gorgie East - 02,S01014518,Gorgie East - 02
EH11 1TG,Yes,55.937575,-3.230775,323214,672298,NT232722,Sighthill/Gorgie,,1980-01-01,,57,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008498,Gorgie East - 02,S01014518,Gorgie East - 02
EH11 1TH,Yes,55.937866,-3.231360,323178,672331,NT231723,Sighthill/Gorgie,,1980-01-01,,55,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TJ,Yes,55.937582,-3.232776,323089,672301,NT230723,Sighthill/Gorgie,,1980-01-01,,54,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TL,Yes,55.937236,-3.232317,323117,672262,NT231722,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TN,Yes,55.936731,-3.231644,323158,672205,NT231722,Sighthill/Gorgie,,1980-01-01,,58,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TP,Yes,55.936555,-3.232135,323127,672186,NT231721,Sighthill/Gorgie,,1980-01-01,,57,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TQ,Yes,55.937825,-3.230959,323203,672326,NT232723,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008498,Gorgie East - 02,S01014518,Gorgie East - 02
EH11 1TR,Yes,55.936911,-3.232514,323104,672226,NT231722,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TS,Yes,55.937239,-3.232941,323078,672263,NT230722,Sighthill/Gorgie,,1980-01-01,,55,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TT,Yes,55.937404,-3.233491,323044,672282,NT230722,Sighthill/Gorgie,,1980-01-01,,54,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TU,Yes,55.937040,-3.234808,322961,672243,NT229722,Sighthill/Gorgie,,1980-01-01,,52,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1TW,Yes,55.936180,-3.231947,323138,672144,NT231721,Sighthill/Gorgie,,1980-01-01,,58,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1TX,Yes,55.936799,-3.236513,322854,672218,NT228722,Sighthill/Gorgie,,1980-01-01,,51,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008495,Gorgie West - 04,S01014515,Gorgie West - 04
EH11 1TZ,Yes,55.937416,-3.231346,323178,672281,NT231722,Sighthill/Gorgie,,1983-11-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1UA,Yes,55.937081,-3.233432,323047,672246,NT230722,Sighthill/Gorgie,,1980-01-01,,55,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UB,Yes,55.936986,-3.233958,323014,672236,NT230722,Sighthill/Gorgie,,1980-01-01,,54,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UD,Yes,55.936726,-3.232973,323075,672206,NT230722,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UE,Yes,55.936631,-3.233562,323038,672196,NT230721,Sighthill/Gorgie,,1980-01-01,,55,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UF,Yes,55.936312,-3.233120,323065,672160,NT230721,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UG,Yes,55.936292,-3.232399,323110,672157,NT231721,Sighthill/Gorgie,,1980-01-01,,57,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1UH,Yes,55.935420,-3.232435,323106,672060,NT231720,Sighthill/Gorgie,,1980-01-01,,59,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014522,Gorgie East - 01
EH11 1UJ,Yes,55.934733,-3.232829,323080,671984,NT230719,Sighthill/Gorgie,,1980-01-01,,62,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1UL,No,55.934478,-3.233173,323058,671956,NT230719,Sighthill/Gorgie,,1980-01-01,1998-12-01,63,Scotland,2026-05-29,Approximate to within 50 metres,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1UN,Yes,55.935462,-3.232725,323088,672065,NT230720,Sighthill/Gorgie,,1980-01-01,,59,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1UP,Yes,55.936190,-3.233612,323034,672147,NT230721,Sighthill/Gorgie,,1980-01-01,,56,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UQ,Yes,55.935930,-3.232643,323094,672117,NT230721,Sighthill/Gorgie,,1980-01-01,,58,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008497,Gorgie East - 01,S01014517,Gorgie East - 01
EH11 1UR,Yes,55.936527,-3.234071,323006,672185,NT230721,Sighthill/Gorgie,,1980-01-01,,55,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1US,Yes,55.934552,-3.233880,323014,671965,NT230719,Sighthill/Gorgie,,1998-12-01,,61,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1UT,Yes,55.936864,-3.234482,322981,672223,NT229722,Sighthill/Gorgie,,1980-01-01,,53,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UU,Yes,55.935283,-3.233535,323037,672046,NT230720,Sighthill/Gorgie,,1998-12-01,,59,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008502,Shandon - 01,S01014522,Shandon - 01
EH11 1UW,Yes,55.935817,-3.233152,323062,672105,NT230721,Sighthill/Gorgie,,1980-01-01,,57,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014517,Gorgie West - 05
EH11 1UY,Yes,55.936906,-3.235684,322906,672229,NT229722,Sighthill/Gorgie,,2001-06-01,,51,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008496,Gorgie West - 05,S01014516,Gorgie West - 05
EH11 1UZ,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-06-01,2004-03-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1WF,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,1998-12-01,1999-06-01,47,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1WG,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1998-12-01,1999-12-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WH,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,1998-12-01,2000-10-01,47,Scotland,2026-05-29,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1WJ,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1998-12-01,1999-12-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WL,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-06-01,2000-06-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WN,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,1999-06-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1WP,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-06-01,2000-06-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WQ,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-06-01,2001-07-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WS,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-06-01,2000-11-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WT,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-06-01,2000-07-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WU,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,1999-12-01,2001-02-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1WW,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,1999-12-01,2002-12-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1WX,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2000-12-01,2004-08-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XA,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2000-06-01,2008-09-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XB,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2000-06-01,2004-01-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XD,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,2000-06-01,2000-11-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1XE,No,55.936141,-3.225911,323515,672133,NT235721,Fountainbridge/Craiglockhart,,2000-06-01,2001-05-01,70,Scotland,2026-05-29,Postcode sector mean (mainly PO Boxes),S01008507,Shandon - 06,S01014527,Shandon - 06
EH11 1XG,No,55.935826,-3.233152,323062,672106,NT230721,Sighthill/Gorgie,,2000-12-01,2001-02-01,57,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008496,Gorgie West - 05,S01014517,Gorgie West - 05
EH11 1XH,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2000-12-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XJ,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-06-01,2004-01-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XL,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2002-07-01,2002-07-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XN,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2009-06-01,2010-05-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XP,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-12-01,2005-09-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XQ,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-12-01,2003-10-01,47,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XR,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-09-01,2001-10-01,47,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XS,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-12-01,2002-12-01,47,Scotland,2026-05-29,Imputed by ONS by reference to surrounding postcode grid references,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XT,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-12-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XU,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2001-12-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
EH11 1XW,No,55.943307,-3.232670,323107,672938,NT231729,Corstorphine/Murrayfield,,2002-05-01,2008-06-01,47,Scotland,2026-05-29,Within the building of the matched address closest to the postcode mean,S01008874,Deans Village - 07,S01014925,Deans Village - 07
